,count,author,time,thread_id,comment_id
1045,2002044,RedWaveThe1st,1505674264,70osbl,dn4z9me
1046,2002045,Urbul,1505674292,70osbl,dn4zak7
1047,2002046,[deleted],1505674393,70osbl,dn4zdxv
1048,2002047,Urbul,1505674421,70osbl,dn4zeug
1049,2002048,cfcgtyk,1505678532,70osbl,dn534b8
1050,2002049,Tornado9797,1505678754,70osbl,dn53ba6
1051,2002050,[deleted],1505680616,NA,
1052,2002051,HermioneReynaChase,1505681105,70osbl,dn55blx
1053,2002052,cfcgtyk,1505681722,70osbl,dn55u50
1054,2002053,kdiuro13,1505686874,70osbl,dn59z9c
1055,2002054,amazingpikachu_38,1505687188,70osbl,dn5a80h
1056,2002055,kdiuro13,1505687221,70osbl,dn5a90o
1057,2002056,gordonpt8,1505687728,70osbl,dn5anmx
1058,2002057,kdiuro13,1505688072,70osbl,dn5axac
1059,2002058,HermioneReynaChase,1505689267,70osbl,dn5bteq
1060,2002059,kdiuro13,1505689376,70osbl,dn5bw88
1061,2002060,HermioneReynaChase,1505689544,70osbl,dn5c0ni
1062,2002061,Urbul,1505690670,70osbl,dn5cu6p
1063,2002062,[deleted],1505692386,70osbl,dn5e5dy
1064,2002063,kdiuro13,1505694698,70osbl,dn5fvj0
1065,2002064,Urbul,1505695487,70osbl,dn5ggsx
1066,2002065,HermioneReynaChase,1505696483,70osbl,dn5h85c
1067,2002066,treje,1505696796,70osbl,dn5hh24
1068,2002067,HermioneReynaChase,1505696865,70osbl,dn5hixy
1069,2002068,kdiuro13,1505697310,70osbl,dn5hv2f
1070,2002069,HermioneReynaChase,1505697660,70osbl,dn5i4bi
1071,2002070,DemonBurritoCat,1505698605,70osbl,dn5iudt
1072,2002071,kdiuro13,1505698714,70osbl,dn5ixb9
1073,2002072,[deleted],1505699345,70osbl,dn5jdts
1074,2002073,Urbul,1505707132,70osbl,dn5o6sm
1075,2002074,caramelly24,1505714097,70osbl,dn5ra4e
1076,2002075,Urbul,1505714197,70osbl,dn5rbhf
1077,2002076,[deleted],1505714695,70osbl,dn5ribj
1078,2002077,Urbul,1505714830,70osbl,dn5rk45
1079,2002078,[deleted],1505714858,70osbl,dn5rkhy
1080,2002079,Urbul,1505714893,70osbl,dn5rkyz
1081,2002080,[deleted],1505715048,70osbl,dn5rn24
1082,2002081,wittybulldog,1505715077,70osbl,dn5rnf9
1083,2002082,[deleted],1505715458,70osbl,dn5rshb
1084,2002083,wittybulldog,1505717416,70osbl,dn5shba
1085,2002084,TheNitromeFan,1505718848,70osbl,dn5sxu9
1086,2002085,wittybulldog,1505719380,70osbl,dn5t3yz
1087,2002086,TheNitromeFan,1505719392,70osbl,dn5t43y
1088,2002087,wittybulldog,1505719442,70osbl,dn5t4qk
1089,2002088,[deleted],1505719503,NA,
1090,2002089,wittybulldog,1505719524,70osbl,dn5t5nc
1091,2002090,[deleted],1505719781,NA,
1092,2002091,wittybulldog,1505721868,70osbl,dn5twgn
1093,2002092,[deleted],1505722305,70osbl,dn5u1gp
1094,2002093,VitaminB16,1505722499,70osbl,dn5u3rb
1095,2002094,wittybulldog,1505723400,70osbl,dn5ued2
1096,2002095,davidjl123,1505727827,70osbl,dn5vvxj
1097,2002096,wittybulldog,1505727879,70osbl,dn5vwmk
1098,2002097,[deleted],1505728491,70osbl,dn5w51m
1099,2002098,wittybulldog,1505728639,70osbl,dn5w75q
1100,2002099,sportlaan,1505731168,70osbl,dn5x9mg
1101,2002100,[deleted],1505731406,70osbl,dn5xdju
1102,2002101,sportlaan,1505731508,70osbl,dn5xf9e
1103,2002102,[deleted],1505731831,70osbl,dn5xkoq
1104,2002103,sportlaan,1505732143,70osbl,dn5xq5t
1105,2002104,TheFloydist,1505732166,70osbl,dn5xqk5
1106,2002105,sportlaan,1505732250,70osbl,dn5xs35
1107,2002106,TheFloydist,1505732365,70osbl,dn5xu4v
1108,2002107,davidjl123,1505739463,70osbl,dn62cid
1109,2002108,Tornado9797,1505740743,70osbl,dn63ct7
1110,2002109,Urbul,1505741263,70osbl,dn63rqy
1111,2002110,TheFloydist,1505742862,70osbl,dn653hq
1112,2002111,Urbul,1505743028,70osbl,dn658p2
1113,2002112,[deleted],1505744468,NA,
1114,2002113,Urbul,1505745333,70osbl,dn678rs
1115,2002114,FartyMcNarty,1505745412,70osbl,dn67bd2
1116,2002115,TheFloydist,1505746499,70osbl,dn68akh
1117,2002116,Mooraell,1505746715,70osbl,dn68hns
1118,2002117,Urbul,1505746976,70osbl,dn68q10
1119,2002118,VitaminB16,1505748107,70osbl,dn69qz7
1120,2002119,AlexJonesLizardGod,1505748286,70osbl,dn69wty
1121,2002120,VitaminB16,1505748340,70osbl,dn69yn8
1122,2002121,cfcgtyk,1505748430,70osbl,dn6a1m8
1123,2002122,VitaminB16,1505748565,70osbl,dn6a61z
1124,2002123,Urbul,1505748742,70osbl,dn6abxb
1125,2002124,cfcgtyk,1505749009,70osbl,dn6akqr
1126,2002125,Urbul,1505749692,70osbl,dn6b7qq
1127,2002126,AlexJonesLizardGod,1505750235,70osbl,dn6bpzp
1128,2002127,Tornado9797,1505751016,70osbl,dn6cfhg
1129,2002128,atomicimploder,1505753331,70osbl,dn6dsx6
1130,2002129,cfcgtyk,1505754205,70osbl,dn6elnt
1131,2002130,Urbul,1505754672,70osbl,dn6f0wm
1132,2002131,mrstickman,1505754859,70osbl,dn6f76u
1133,2002132,cfcgtyk,1505755063,70osbl,dn6fdtk
1134,2002133,alkazam,1505756110,70osbl,dn6gcny
1135,2002134,Tornado9797,1505756429,70osbl,dn6gnef
1136,2002135,Urbul,1505757026,70osbl,dn6h745
1137,2002136,TheFloydist,1505757553,70osbl,dn6hoja
1138,2002137,[deleted],1505758396,70osbl,dn6ig9n
1139,2002138,DemonBurritoCat,1505758757,70osbl,dn6is59
1140,2002139,TheFloydist,1505758824,70osbl,dn6iucj
1141,2002140,kdiuro13,1505758935,70osbl,dn6iy3s
1142,2002141,cfcgtyk,1505759201,70osbl,dn6j72b
1143,2002142,Urbul,1505759271,70osbl,dn6j9in
1144,2002143,cfcgtyk,1505759669,70osbl,dn6jmzi
1145,2002144,Urbul,1505759695,70osbl,dn6jnsz
1146,2002145,cfcgtyk,1505759716,70osbl,dn6joj6
1147,2002146,Urbul,1505759729,70osbl,dn6joys
1148,2002147,cfcgtyk,1505759740,70osbl,dn6jpby
1149,2002148,Urbul,1505759762,70osbl,dn6jq2p
1150,2002149,cfcgtyk,1505759772,70osbl,dn6jqf8
1151,2002150,Urbul,1505759775,70osbl,dn6jqju
1152,2002151,cfcgtyk,1505759791,70osbl,dn6jr1x
1153,2002152,Urbul,1505759794,70osbl,dn6jr5r
1154,2002153,cfcgtyk,1505759804,70osbl,dn6jrhh
1155,2002154,Urbul,1505759807,70osbl,dn6jrkx
1156,2002155,cfcgtyk,1505759818,70osbl,dn6jrx8
1157,2002156,Urbul,1505759822,70osbl,dn6js2b
1158,2002157,cfcgtyk,1505759831,70osbl,dn6jsde
1159,2002158,Urbul,1505759836,70osbl,dn6jsjs
1160,2002159,cfcgtyk,1505759843,70osbl,dn6jsse
1161,2002160,Urbul,1505759847,70osbl,dn6jsw8
1162,2002161,cfcgtyk,1505759858,70osbl,dn6jt8b
1163,2002162,Urbul,1505759861,70osbl,dn6jtd2
1164,2002163,cfcgtyk,1505759871,70osbl,dn6jto9
1165,2002164,Urbul,1505759874,70osbl,dn6jtri
1166,2002165,cfcgtyk,1505759890,70osbl,dn6jua8
1167,2002166,Urbul,1505759893,70osbl,dn6jud2
1168,2002167,cfcgtyk,1505759902,70osbl,dn6juo7
1169,2002168,Urbul,1505759907,70osbl,dn6juuk
1170,2002169,cfcgtyk,1505759915,70osbl,dn6jv2t
1171,2002170,Urbul,1505759919,70osbl,dn6jv6z
1172,2002171,cfcgtyk,1505759925,70osbl,dn6jvdw
1173,2002172,Urbul,1505759929,70osbl,dn6jvj4
1174,2002173,cfcgtyk,1505760043,70osbl,dn6jzc4
1175,2002174,Urbul,1505760050,70osbl,dn6jzj4
1176,2002175,cfcgtyk,1505760056,70osbl,dn6jzqc
1177,2002176,Urbul,1505760061,70osbl,dn6jzw1
1178,2002177,cfcgtyk,1505760069,70osbl,dn6k05i
1179,2002178,Urbul,1505760073,70osbl,dn6k0an
1180,2002179,cfcgtyk,1505760084,70osbl,dn6k0p3
1181,2002180,Urbul,1505760087,70osbl,dn6k0u3
1182,2002181,cfcgtyk,1505760099,70osbl,dn6k188
1183,2002182,Urbul,1505760102,70osbl,dn6k1bj
1184,2002183,cfcgtyk,1505760112,70osbl,dn6k1nf
1185,2002184,Urbul,1505760116,70osbl,dn6k1s2
1186,2002185,cfcgtyk,1505760124,70osbl,dn6k21r
1187,2002186,Urbul,1505760138,70osbl,dn6k2hn
1188,2002187,cfcgtyk,1505760145,70osbl,dn6k2p0
1189,2002188,Urbul,1505760151,70osbl,dn6k2w7
1190,2002189,cfcgtyk,1505760175,70osbl,dn6k3qg
1191,2002190,Urbul,1505760181,70osbl,dn6k3wx
1192,2002191,cfcgtyk,1505760191,70osbl,dn6k49b
1193,2002192,Urbul,1505760194,70osbl,dn6k4cn
1194,2002193,cfcgtyk,1505760201,70osbl,dn6k4lx
1195,2002194,Urbul,1505760209,70osbl,dn6k4ue
1196,2002195,cfcgtyk,1505760219,70osbl,dn6k54p
1197,2002196,Urbul,1505760224,70osbl,dn6k5ae
1198,2002197,cfcgtyk,1505760233,70osbl,dn6k5lz
1199,2002198,Urbul,1505760236,70osbl,dn6k5od
1200,2002199,cfcgtyk,1505760242,70osbl,dn6k5vn
1201,2002200,Urbul,1505760245,70osbl,dn6k5ys
1202,2002201,cfcgtyk,1505760267,70osbl,dn6k6p7
1203,2002202,Urbul,1505760274,70osbl,dn6k6x5
1204,2002203,cfcgtyk,1505760285,70osbl,dn6k7ar
1205,2002204,Urbul,1505760294,70osbl,dn6k7lh
1206,2002205,cfcgtyk,1505760303,70osbl,dn6k7wp
1207,2002206,Urbul,1505760306,70osbl,dn6k81p
1208,2002207,cfcgtyk,1505760324,70osbl,dn6k8ls
1209,2002208,Urbul,1505760328,70osbl,dn6k8r9
1210,2002209,cfcgtyk,1505760339,70osbl,dn6k94e
1211,2002210,Urbul,1505760344,70osbl,dn6k99s
1212,2002211,cfcgtyk,1505760355,70osbl,dn6k9ni
1213,2002212,Urbul,1505760359,70osbl,dn6k9sr
1214,2002213,cfcgtyk,1505760393,70osbl,dn6kaxj
1215,2002214,Urbul,1505760402,70osbl,dn6kba1
1216,2002215,cfcgtyk,1505760409,70osbl,dn6kbij
1217,2002216,Urbul,1505760411,70osbl,dn6kbl7
1218,2002217,cfcgtyk,1505760419,70osbl,dn6kbu4
1219,2002218,Urbul,1505760422,70osbl,dn6kbz8
1220,2002219,cfcgtyk,1505760429,70osbl,dn6kc7j
1221,2002220,Urbul,1505760438,70osbl,dn6kcil
1222,2002221,cfcgtyk,1505760445,70osbl,dn6kcrm
1223,2002222,Urbul,1505760447,70osbl,dn6kcux
1224,2002223,cfcgtyk,1505760456,70osbl,dn6kd4b
1225,2002224,Urbul,1505760458,70osbl,dn6kd76
1226,2002225,cfcgtyk,1505760470,70osbl,dn6kdl2
1227,2002226,Urbul,1505760482,70osbl,dn6kdzw
1228,2002227,cfcgtyk,1505760491,70osbl,dn6kea1
1229,2002228,Urbul,1505760507,70osbl,dn6kesp
1230,2002229,cfcgtyk,1505760520,70osbl,dn6kf7l
1231,2002230,Urbul,1505760523,70osbl,dn6kfc5
1232,2002231,cfcgtyk,1505760534,70osbl,dn6kfpk
1233,2002232,Urbul,1505760539,70osbl,dn6kfvd
1234,2002233,cfcgtyk,1505760547,70osbl,dn6kg76
1235,2002234,Urbul,1505760551,70osbl,dn6kgbk
1236,2002235,cfcgtyk,1505760563,70osbl,dn6kgq1
1237,2002236,Urbul,1505760567,70osbl,dn6kguk
1238,2002237,cfcgtyk,1505760580,70osbl,dn6kh9j
1239,2002238,Urbul,1505760589,70osbl,dn6khkt
1240,2002239,cfcgtyk,1505760597,70osbl,dn6khu0
1241,2002240,Urbul,1505760620,70osbl,dn6kiml
1242,2002241,cfcgtyk,1505760660,70osbl,dn6kjzw
1243,2002242,Urbul,1505760671,70osbl,dn6kkc8
1244,2002243,cfcgtyk,1505760697,70osbl,dn6kl9d
1245,2002244,Urbul,1505760709,70osbl,dn6klmk
1246,2002245,cfcgtyk,1505760720,70osbl,dn6klzf
1247,2002246,Urbul,1505760732,70osbl,dn6kmfl
1248,2002247,cfcgtyk,1505760747,70osbl,dn6kmwf
1249,2002248,Urbul,1505760751,70osbl,dn6kn0j
1250,2002249,cfcgtyk,1505760772,70osbl,dn6knp5
1251,2002250,Urbul,1505760779,70osbl,dn6kny6
1252,2002251,cfcgtyk,1505760820,70osbl,dn6kpbi
1253,2002252,Urbul,1505760834,70osbl,dn6kps4
1254,2002253,cfcgtyk,1505761051,70osbl,dn6kx4g
1255,2002254,Urbul,1505761061,70osbl,dn6kxgo
1256,2002255,cfcgtyk,1505761073,70osbl,dn6kxuf
1257,2002256,Urbul,1505761078,70osbl,dn6kxzn
1258,2002257,cfcgtyk,1505761086,70osbl,dn6ky8g
1259,2002258,Urbul,1505761088,70osbl,dn6kybc
1260,2002259,cfcgtyk,1505761094,70osbl,dn6kyij
1261,2002260,Urbul,1505761097,70osbl,dn6kylq
1262,2002261,cfcgtyk,1505761178,70osbl,dn6l1cw
1263,2002262,Urbul,1505761187,70osbl,dn6l1pr
1264,2002263,cfcgtyk,1505761206,70osbl,dn6l2cs
1265,2002264,Urbul,1505761217,70osbl,dn6l2qa
1266,2002265,cfcgtyk,1505761251,70osbl,dn6l3to
1267,2002266,kdiuro13,1505761263,70osbl,dn6l47r
1268,2002267,cfcgtyk,1505761289,70osbl,dn6l52g
1269,2002268,kdiuro13,1505761361,70osbl,dn6l7dv
1270,2002269,cfcgtyk,1505761376,70osbl,dn6l7va
1271,2002270,kdiuro13,1505761387,70osbl,dn6l88i
1272,2002271,cfcgtyk,1505761469,70osbl,dn6laz6
1273,2002272,kdiuro13,1505761556,70osbl,dn6ldtg
1274,2002273,cfcgtyk,1505761567,70osbl,dn6le61
1275,2002274,kdiuro13,1505761587,70osbl,dn6letz
1276,2002275,cfcgtyk,1505761604,70osbl,dn6lfek
1277,2002276,kdiuro13,1505761613,70osbl,dn6lfos
1278,2002277,cfcgtyk,1505761624,70osbl,dn6lg29
1279,2002278,kdiuro13,1505761632,70osbl,dn6lgbg
1280,2002279,cfcgtyk,1505761642,70osbl,dn6lgnc
1281,2002280,kdiuro13,1505761649,70osbl,dn6lgw6
1282,2002281,cfcgtyk,1505761659,70osbl,dn6lh8s
1283,2002282,kdiuro13,1505761666,70osbl,dn6lhgl
1284,2002283,cfcgtyk,1505761680,70osbl,dn6lhxx
1285,2002284,kdiuro13,1505761685,70osbl,dn6li4i
1286,2002285,cfcgtyk,1505761698,70osbl,dn6lik0
1287,2002286,kdiuro13,1505761702,70osbl,dn6liow
1288,2002287,cfcgtyk,1505761725,70osbl,dn6ljh5
1289,2002288,kdiuro13,1505761729,70osbl,dn6ljmo
1290,2002289,cfcgtyk,1505761752,70osbl,dn6lkg7
1291,2002290,kdiuro13,1505761770,70osbl,dn6ll2c
1292,2002291,cfcgtyk,1505761780,70osbl,dn6llh1
1293,2002292,kdiuro13,1505761785,70osbl,dn6llmk
1294,2002293,cfcgtyk,1505761799,70osbl,dn6lm4d
1295,2002294,kdiuro13,1505761809,70osbl,dn6lmgs
1296,2002295,cfcgtyk,1505761820,70osbl,dn6lmvg
1297,2002296,kdiuro13,1505761826,70osbl,dn6ln2a
1298,2002297,cfcgtyk,1505761850,70osbl,dn6lnue
1299,2002298,kdiuro13,1505761854,70osbl,dn6lnze
1300,2002299,cfcgtyk,1505761865,70osbl,dn6locd
1301,2002300,kdiuro13,1505761869,70osbl,dn6logx
1302,2002301,cfcgtyk,1505761889,70osbl,dn6lp6c
1303,2002302,kdiuro13,1505761892,70osbl,dn6lp9u
1304,2002303,cfcgtyk,1505761903,70osbl,dn6lpnb
1305,2002304,kdiuro13,1505761906,70osbl,dn6lps7
1306,2002305,cfcgtyk,1505761920,70osbl,dn6lq8q
1307,2002306,kdiuro13,1505761923,70osbl,dn6lqcd
1308,2002307,cfcgtyk,1505761940,70osbl,dn6lqvn
1309,2002308,kdiuro13,1505761944,70osbl,dn6lqzs
1310,2002309,cfcgtyk,1505761957,70osbl,dn6lrfg
1311,2002310,kdiuro13,1505761960,70osbl,dn6lrj5
1312,2002311,cfcgtyk,1505761971,70osbl,dn6lrxx
1313,2002312,kdiuro13,1505761976,70osbl,dn6ls41
1314,2002313,cfcgtyk,1505761991,70osbl,dn6lslz
1315,2002314,kdiuro13,1505761995,70osbl,dn6lsr1
1316,2002315,cfcgtyk,1505762010,70osbl,dn6lt9g
1317,2002316,kdiuro13,1505762015,70osbl,dn6ltgq
1318,2002317,cfcgtyk,1505762029,70osbl,dn6ltxu
1319,2002318,kdiuro13,1505762034,70osbl,dn6lu37
1320,2002319,cfcgtyk,1505762047,70osbl,dn6luj1
1321,2002320,kdiuro13,1505762051,70osbl,dn6luoe
1322,2002321,cfcgtyk,1505762061,70osbl,dn6luzz
1323,2002322,kdiuro13,1505762064,70osbl,dn6lv3e
1324,2002323,cfcgtyk,1505762080,70osbl,dn6lvmf
1325,2002324,kdiuro13,1505762083,70osbl,dn6lvps
1326,2002325,cfcgtyk,1505762099,70osbl,dn6lw8s
1327,2002326,kdiuro13,1505762102,70osbl,dn6lwd1
1328,2002327,cfcgtyk,1505762113,70osbl,dn6lwq5
1329,2002328,kdiuro13,1505762118,70osbl,dn6lwve
1330,2002329,cfcgtyk,1505762130,70osbl,dn6lx95
1331,2002330,kdiuro13,1505762134,70osbl,dn6lxe5
1332,2002331,cfcgtyk,1505762145,70osbl,dn6lxrz
1333,2002332,kdiuro13,1505762148,70osbl,dn6lxvd
1334,2002333,cfcgtyk,1505762164,70osbl,dn6lyeb
1335,2002334,kdiuro13,1505762169,70osbl,dn6lyjb
1336,2002335,cfcgtyk,1505762183,70osbl,dn6lz07
1337,2002336,kdiuro13,1505762187,70osbl,dn6lz51
1338,2002337,cfcgtyk,1505762217,70osbl,dn6m04g
1339,2002338,kdiuro13,1505762222,70osbl,dn6m0am
1340,2002339,DemonBurritoCat,1505762246,70osbl,dn6m14d
1341,2002340,kdiuro13,1505762253,70osbl,dn6m1cy
1342,2002341,DemonBurritoCat,1505762259,70osbl,dn6m1j3
1343,2002342,kdiuro13,1505762279,70osbl,dn6m297
1344,2002343,DemonBurritoCat,1505762288,70osbl,dn6m2jf
1345,2002344,kdiuro13,1505762291,70osbl,dn6m2nc
1346,2002345,DemonBurritoCat,1505762300,70osbl,dn6m2yd
1347,2002346,kdiuro13,1505762304,70osbl,dn6m32x
1348,2002347,DemonBurritoCat,1505762309,70osbl,dn6m38w
1349,2002348,kdiuro13,1505762314,70osbl,dn6m3f5
1350,2002349,DemonBurritoCat,1505762318,70osbl,dn6m3jw
1351,2002350,kdiuro13,1505762326,70osbl,dn6m3ti
1352,2002351,DemonBurritoCat,1505762329,70osbl,dn6m3xk
1353,2002352,kdiuro13,1505762333,70osbl,dn6m41q
1354,2002353,DemonBurritoCat,1505762339,70osbl,dn6m48p
1355,2002354,kdiuro13,1505762341,70osbl,dn6m4ch
1356,2002355,DemonBurritoCat,1505762375,70osbl,dn6m5hf
1357,2002356,kdiuro13,1505762389,70osbl,dn6m5ya
1358,2002357,DemonBurritoCat,1505762407,70osbl,dn6m6k2
1359,2002358,kdiuro13,1505762415,70osbl,dn6m6t9
1360,2002359,DemonBurritoCat,1505762447,70osbl,dn6m7v7
1361,2002360,kdiuro13,1505762472,70osbl,dn6m8pv
1362,2002361,cfcgtyk,1505762740,70osbl,dn6mhsl
1363,2002362,kdiuro13,1505762938,70osbl,dn6mok4
1364,2002363,DemonBurritoCat,1505763473,70osbl,dn6n6dn
1365,2002364,kdiuro13,1505763494,70osbl,dn6n73d
1366,2002365,cfcgtyk,1505763659,70osbl,dn6nclk
1367,2002366,kdiuro13,1505763845,70osbl,dn6niow
1368,2002367,Urbul,1505764400,70osbl,dn6o12l
1369,2002368,kdiuro13,1505764415,70osbl,dn6o1jr
1370,2002369,Urbul,1505764504,70osbl,dn6o4kl
1371,2002370,kdiuro13,1505764522,70osbl,dn6o54w
1372,2002371,Urbul,1505764659,70osbl,dn6o9nl
1373,2002372,kdiuro13,1505764664,70osbl,dn6o9tn
1374,2002373,Urbul,1505764690,70osbl,dn6oaov
1375,2002374,kdiuro13,1505764698,70osbl,dn6oaxt
1376,2002375,cfcgtyk,1505764874,70osbl,dn6ogq4
1377,2002376,kdiuro13,1505764885,70osbl,dn6oh3j
1378,2002377,Urbul,1505764966,70osbl,dn6ojrg
1379,2002378,kdiuro13,1505764977,70osbl,dn6ok31
1380,2002379,treje,1505765318,70osbl,dn6ouxk
1381,2002380,Urbul,1505765431,70osbl,dn6oylj
1382,2002381,kdiuro13,1505765485,70osbl,dn6p0aj
1383,2002382,Urbul,1505765923,70osbl,dn6pdz0
1384,2002383,kdiuro13,1505765931,70osbl,dn6pe8k
1385,2002384,Urbul,1505766038,70osbl,dn6phn6
1386,2002385,kdiuro13,1505766043,70osbl,dn6pht9
1387,2002386,Urbul,1505766083,70osbl,dn6pj17
1388,2002387,kdiuro13,1505766118,70osbl,dn6pk6u
1389,2002388,treje,1505766308,70osbl,dn6pq8w
1390,2002389,kdiuro13,1505766372,70osbl,dn6psb7
1391,2002390,treje,1505766423,70osbl,dn6ptx7
1392,2002391,kdiuro13,1505766554,70osbl,dn6py03
1393,2002392,cfcgtyk,1505766580,70osbl,dn6pyud
1394,2002393,kdiuro13,1505766610,70osbl,dn6pzqk
1395,2002394,DemonBurritoCat,1505767084,70osbl,dn6qelo
1396,2002395,kdiuro13,1505767259,70osbl,dn6qk1z
1397,2002396,cfcgtyk,1505767489,70osbl,dn6qr3m
1398,2002397,kdiuro13,1505767583,70osbl,dn6qtxy
1399,2002398,Urbul,1505767703,70osbl,dn6qxrg
1400,2002399,kdiuro13,1505768603,70osbl,dn6rpjm
1401,2002400,Urbul,1505768650,70osbl,dn6rqxv
1402,2002401,kdiuro13,1505768663,70osbl,dn6rrbq
1403,2002402,Urbul,1505768728,70osbl,dn6rtb9
1404,2002403,treje,1505768822,70osbl,dn6rw52
1405,2002404,Urbul,1505768851,70osbl,dn6rx0x
1406,2002405,alkazam,1505770250,70osbl,dn6t2iw
1407,2002406,Urbul,1505770731,70osbl,dn6tgf2
1408,2002407,HermioneReynaChase,1505771741,70osbl,dn6u9js
1409,2002408,DemonBurritoCat,1505772357,70osbl,dn6uqxy
1410,2002409,HermioneReynaChase,1505773152,70osbl,dn6vdi2
1411,2002410,username111112222233,1505774010,70osbl,dn6w1qm
1412,2002411,cfcgtyk,1505774323,70osbl,dn6wapo
1413,2002412,treje,1505774431,70osbl,dn6wdtb
1414,2002413,cfcgtyk,1505774658,70osbl,dn6wkab
1415,2002414,treje,1505774678,70osbl,dn6wkuv
1416,2002415,HermioneReynaChase,1505775276,70osbl,dn6x22x
1417,2002416,Tornado9797,1505776739,70osbl,dn6y7sv
1418,2002417,DemonBurritoCat,1505778151,70osbl,dn6zdrh
1419,2002418,NeonTaterTots,1505778332,70osbl,dn6zjaa
1420,2002419,[deleted],1505778482,70osbl,dn6znpy
1421,2002420,NeonTaterTots,1505778674,70osbl,dn6ztcf
1422,2002421,davidjl123,1505778856,70osbl,dn6zyyw
1423,2002422,Urbul,1505779402,70osbl,dn70f83
1424,2002423,kdiuro13,1505781744,70osbl,dn72fiy
1425,2002424,caramelly24,1505784129,70osbl,dn74fxb
1426,2002425,kdiuro13,1505784280,70osbl,dn74k78
1427,2002426,caramelly24,1505784357,70osbl,dn74mhg
1428,2002427,kdiuro13,1505784546,70osbl,dn74s4d
1429,2002428,Urbul,1505784926,70osbl,dn753lj
1430,2002429,kdiuro13,1505784984,70osbl,dn755c0
1431,2002430,smarvin6689,1505786013,70osbl,dn75ztq
1432,2002431,[deleted],1505786646,70osbl,dn76ib8
1433,2002432,[deleted],1505786737,70osbl,dn76kyd
1434,2002433,kdiuro13,1505786790,70osbl,dn76mhv
1435,2002434,[deleted],1505786811,70osbl,dn76n20
1436,2002435,caramelly24,1505786828,70osbl,dn76nhj
1437,2002436,[deleted],1505786871,70osbl,dn76oni
1438,2002437,smarvin6689,1505786958,70osbl,dn76r3m
1439,2002438,kdiuro13,1505787300,70osbl,dn770kq
1440,2002439,[deleted],1505787331,70osbl,dn771eb
1441,2002440,kdiuro13,1505787519,70osbl,dn776i2
1442,2002441,TheNitromeFan,1505787915,70osbl,dn77h21
1443,2002442,[deleted],1505787996,70osbl,dn77j4y
1444,2002443,TheNitromeFan,1505788045,70osbl,dn77kgv
1445,2002444,kdiuro13,1505788230,70osbl,dn77pd7
1446,2002445,[deleted],1505788288,70osbl,dn77qxl
1447,2002446,TheNitromeFan,1505788333,70osbl,dn77s49
1448,2002447,kdiuro13,1505788351,70osbl,dn77sl4
1449,2002448,[deleted],1505788370,70osbl,dn77t2f
1450,2002449,TheNitromeFan,1505788469,70osbl,dn77vnp
1451,2002450,kdiuro13,1505788515,70osbl,dn77wwx
1452,2002451,Urbul,1505788556,70osbl,dn77xyw
1453,2002452,[deleted],1505788572,70osbl,dn77ycl
1454,2002453,Urbul,1505788609,70osbl,dn77zce
1455,2002454,kdiuro13,1505788712,70osbl,dn781x7
1456,2002455,TheNitromeFan,1505788734,70osbl,dn782gx
1457,2002456,[deleted],1505788750,70osbl,dn782vr
1458,2002457,Urbul,1505788790,70osbl,dn783vd
1459,2002458,JamesBCrazy,1505790129,70osbl,dn78zkk
1460,2002459,Urbul,1505790168,70osbl,dn790h0
1461,2002460,smarvin6689,1505790946,70osbl,dn79hzr
1462,2002461,Urbul,1505791697,70osbl,dn79y3y
1463,2002462,smarvin6689,1505792329,70osbl,dn7abao
1464,2002463,Urbul,1505792544,70osbl,dn7afq8
1465,2002464,kdiuro13,1505794473,70osbl,dn7bhsn
1466,2002465,TheNitromeFan,1505801677,70osbl,dn7eo35
1467,2002466,Sztormcia,1505801846,70osbl,dn7eqcz
1468,2002467,TheNitromeFan,1505808942,70osbl,dn7h4ho
1469,2002468,supersammy00,1505815037,70osbl,dn7j9qh
1470,2002469,TheFloydist,1505819360,70osbl,dn7lbr8
1471,2002470,caramelly24,1505821050,70osbl,dn7mbx3
1472,2002471,Sztormcia,1505822099,70osbl,dn7n05u
1473,2002472,Lukeforce123,1505822264,70osbl,dn7n40z
1474,2002473,[deleted],1505825721,NA,
1475,2002474,[deleted],1505826500,70osbl,dn7q7uy
1476,2002475,Tornado9797,1505827057,70osbl,dn7qno3
1477,2002476,davidjl123,1505827952,70osbl,dn7rdkm
1478,2002477,kdiuro13,1505827982,70osbl,dn7ref3
1479,2002478,kinetic37,1505829397,70osbl,dn7slb8
1480,2002479,cfcgtyk,1505829688,70osbl,dn7su24
1481,2002480,TheNitromeFan,1505830878,70osbl,dn7tv2y
1482,2002481,cfcgtyk,1505831019,70osbl,dn7tzls
1483,2002482,TheNitromeFan,1505831293,70osbl,dn7u8d5
1484,2002483,cfcgtyk,1505831321,70osbl,dn7u9a7
1485,2002484,TheNitromeFan,1505831344,70osbl,dn7ua0t
1486,2002485,cfcgtyk,1505831370,70osbl,dn7uaww
1487,2002486,TheNitromeFan,1505831377,70osbl,dn7ub5n
1488,2002487,treje,1505831411,70osbl,dn7uc8x
1489,2002488,TheNitromeFan,1505831636,70osbl,dn7ujff
1490,20024893,kdiuro13,1505834357,70osbl,dn7x232
1491,20024904,VitaminB16,1505834382,70osbl,dn7x2wb
1492,2002491,kdiuro13,1505834459,70osbl,dn7x5fa
